NAME,2019_population,2018_population,2017_population,2016_population,2015_population,2014_population,2013_population,2012_population,2011_population,2010_population,2009_population,2008_population,2007_population,2006_population,2005_population,2019_home_values,2018_home_values,2017_home_values,2016_home_values,2015_home_values,2014_home_values,2013_home_values,2012_home_values,2011_home_values,2010_home_values,2009_home_values,2008_home_values,2007_home_values,2006_home_values,2005_home_values
"Anchorage Municipality, Alaska",288000,291538,294356,298192,298695,301010,300950,298610,295570,293227,286174,279243,279671,278700,266281,314600,321300,320000,320800,302500,289400,295500,281800,284600,282200,267300,276200,277500,252300,230600
"Shelby County, Alabama",217702,215707,213605,210622,208713,206655,204180,200941,197936,195828,192503,187784,182113,178182,169822,229600,217900,207300,199200,197300,191700,192700,184800,189500,196300,195300,203100,196900,178300,174100
"St. Charles County, Missouri",402022,399182,395504,390918,385590,379493,373495,368666,365151,361602,355367,349407,343952,338719,326152,237900,228800,220100,210600,197300,189600,181600,184500,185500,196900,195900,202800,195700,190500,175500
"Cherokee County, Georgia",258773,254149,247573,241689,235900,230985,225106,221315,218286,215129,215084,210529,204363,195327,182816,288200,264000,251100,236100,223200,183200,187300,194000,175200,194200,202800,206600,204400,194900,187200
"Rockdale County, Georgia",90896,90594,90312,89355,88856,87754,86919,85820,85765,85434,84569,83222,82052,80332,77375,167700,178000,155800,166100,149100,137500,129400,127200,143200,163800,161400,177800,189600,168000,153800
"Scott County, Iowa",172943,173283,172509,172474,172126,171387,170385,168799,167095,165841,166650,164690,162687,162621,157749,173600,171300,158800,162000,154200,144600,146600,144800,146600,142600,140000,133200,131800,127300,122200
"Douglas County, Nebraska",571327,566880,561620,554995,550064,543244,537256,531265,524861,518777,510199,502032,497416,492003,474913,190200,176400,167600,162100,153300,144400,144600,142300,142000,143900,139600,144500,141300,137800,136500
"Yellowstone County, Montana",161300,160137,158980,158437,157048,155634,154162,151882,150069,148432,144797,142348,139936,138213,133762,239800,231000,225500,221600,209300,194900,193200,185100,174400,178600,172400,175500,162900,153700,133300
"Hillsborough County, Florida",1471968,1436888,1408566,1376238,1349050,1316298,1291578,1277746,1267775,1233846,1195317,1180784,1174727,1157738,1111717,244100,232500,213600,195800,183000,164200,152900,147500,151200,165100,178100,213700,222800,216200,171100
"Coweta County, Georgia",148509,145864,143114,140526,138427,135571,133180,130929,129629,127955,127111,122924,118936,115291,109108,231200,233700,213800,188600,187400,189400,175200,172500,182800,178700,172700,176400,178900,174300,172900
"Tuscaloosa County, Alabama",209355,208911,207811,206102,203976,202212,200821,198596,197211,195036,184035,179448,177906,171159,160947,179800,173800,167400,168300,164700,154800,152100,156800,151500,154700,148000,152900,149900,142200,125200
"Seminole County, Florida",471826,467832,462659,455479,449144,442516,436041,430838,425071,423508,413204,410854,409509,406875,398013,276800,267400,236400,229900,196000,183600,165200,164900,173400,194200,219100,256900,268700,272400,213300
"Hidalgo County, Texas",868707,865939,860661,849843,842304,831073,815996,806552,797810,780087,741152,726604,710514,700634,671967,93400,87500,86100,85200,81700,79400,79400,80300,77600,80400,76100,72300,69700,66500,61200
"Ramsey County, Minnesota",550321,550210,547974,540649,538133,532655,526714,520152,514696,509320,506278,501428,499891,493215,476715,248400,240900,231100,220100,207600,197700,187000,184900,192500,207700,216300,230800,229600,224200,218900
"Middlesex County, New Jersey",825062,829685,842798,837073,840900,836297,828919,823041,814217,810986,790738,789102,788629,786971,768696,359000,352300,340700,333200,332900,320900,312900,318400,328300,341300,348100,363200,370700,365000,332200
"Sonoma County, California",494336,499942,504217,503070,502146,500292,495025,491829,488116,485120,472102,466741,464435,466891,453850,664600,655200,628400,565200,512100,469400,406900,380100,398900,414000,446700,518700,613900,618500,601700
"Snohomish County, Washington",822083,814901,801633,787620,772501,759583,745913,733036,722400,715470,694571,683655,676898,669887,646299,472600,455000,407900,362100,338500,304200,277500,270600,280800,307700,333200,364400,364100,320900,264700
"Carver County, Minnesota",105089,103551,102119,100262,98741,97338,95562,93707,92638,91361,92107,90043,88459,87545,83783,335200,335300,315500,297300,291800,278900,258600,256200,245200,275100,281500,294400,292300,285000,272100
"Palm Beach County, Florida",1496770,1485941,1471150,1443810,1422789,1397710,1372171,1356545,1335187,1323394,1279950,1265293,1266451,1274013,1247908,311300,299800,282900,269600,246200,211200,193000,184400,183700,199500,232100,263600,308900,328500,269800
"Hawaii County, Hawaii",201513,200983,200381,198449,196428,194190,190821,189191,186738,185406,177835,175784,173057,171191,164437,381000,368200,344800,325000,321400,304600,291900,297900,290400,322700,349300,380300,374900,392200,329900
"Orange County, California",3175692,3185968,3190400,3172532,3169776,3145515,3114363,3090132,3055745,3018963,3026786,3010759,2997033,3002048,2944537,725100,709800,679400,654400,625300,591800,539000,492200,506300,528200,530400,616400,670600,676000,623600
"Albemarle County, Virginia",109330,108718,107702,106878,105703,104489,103000,102251,100553,99150,94908,94075,93117,92035,84202,406000,389100,336200,331700,324700,343900,319300,302300,320500,337200,337700,360400,371000,297300,280200
"Collier County, Florida",384902,378488,372880,365136,357305,348777,339642,332427,328134,322472,318537,315258,315839,314649,302514,370800,369700,358900,357300,315000,273100,260400,233500,242700,255500,292100,346300,411900,442800,375600
"York County, South Carolina",280979,274118,266439,258526,251195,245346,239363,234635,230528,226971,227003,217448,208827,199035,185731,236500,219500,199400,180700,171200,162900,157500,155500,155000,166600,164000,162600,156200,143400,143500
"Bullitt County, Kentucky",81676,81069,80246,79151,78702,77955,76854,75896,75109,74473,75653,75028,73931,72851,68243,188900,173600,164600,156600,147200,143700,150100,149100,138000,150800,140800,149200,134300,140100,133500
"Bergen County, New Jersey",932202,936692,948406,939151,938506,933572,925328,918888,911004,906541,895250,894840,895744,904037,891237,479300,476200,470300,462800,451100,434400,435100,433000,447600,463800,475900,486300,492200,493400,466100
"Clackamas County, Oregon",418187,416075,412672,408062,401515,394972,388263,383857,380207,376891,386143,380576,376251,374230,365723,441900,439100,404200,374900,336200,302300,294800,281100,294800,307400,327100,357100,350300,318400,259000
"Santa Cruz County, California",273213,274255,275897,274673,274146,271804,269419,266776,264298,263054,256218,253137,251747,249705,240367,839500,815100,775000,712800,668300,615200,535500,545700,532200,558000,590800,660400,756800,717100,694100
"Harrison County, Mississippi",208080,206650,205027,203234,201410,199058,196500,194029,191040,187785,181191,178460,176105,171875,186530,162900,148500,155200,140600,143400,132100,141100,135100,137700,151500,143000,148700,142200,120700,104800
"DeSoto County, Mississippi",184945,182001,178751,175611,173323,170913,168240,166234,164053,161746,158719,154748,149393,144706,136353,188600,170800,171600,158600,162200,149000,152400,151500,145700,156100,148900,163700,159300,141400,135300
"Greenville County, South Carolina",523542,514213,506837,498766,491863,482752,474266,467605,461299,452859,451428,438119,428243,417166,396399,215500,192700,182300,173400,161200,160100,157500,154800,148600,155900,157200,150500,145300,136500,130000
"Washtenaw County, Michigan",367601,370963,367627,364709,358880,356874,354240,350946,347962,345290,347563,347376,350003,344047,319791,295300,280500,258700,244700,234200,212400,207500,191000,196200,190600,206300,223500,230800,235900,227900
"Buncombe County, North Carolina",261191,259103,257607,256088,253178,250539,247912,244490,241419,238832,231452,229047,226771,222174,211759,275400,257200,240100,221000,204000,191100,193500,185900,188600,192100,194900,196800,194000,169300,152200
"Yolo County, California",220500,220408,219116,215802,213016,207590,204593,204118,202054,201190,199407,197658,195844,188085,176609,469300,461800,430400,408500,366100,349000,331200,280800,290200,324800,337700,388200,444100,455700,434900
"Honolulu County, Hawaii",974563,980080,988650,992605,998714,991788,983429,976372,963607,955775,907574,905034,905601,909863,873177,739700,701200,680200,658900,629900,590600,573800,563600,544300,560500,552100,574100,574400,535300,457700
"Johnson County, Kansas",602401,597555,591178,584451,580159,574272,566933,559913,552991,545876,542737,534093,526319,516731,501584,290100,277300,255200,242900,230900,221400,214900,207000,209900,207700,214600,217400,211700,204500,193600
"Hendricks County, Indiana",170311,167009,163685,160610,158192,156056,153879,150434,147979,145867,140606,137240,134558,131204,123931,219400,199100,186700,174100,169500,168700,155900,160700,160100,162400,159200,166000,159700,155100,147900
"Centre County, Pennsylvania",162385,162805,162660,161464,160580,158742,155403,155171,154722,154127,146212,144779,144658,140953,124263,261400,234700,232300,224400,206600,198500,198700,196100,187800,192100,194100,175900,165900,161600,144200
"Laramie County, Wyoming",99500,98976,98327,98136,97121,96389,95809,94483,92680,92127,88854,87542,86353,85384,81793,267200,246500,217500,210200,204500,201200,197800,181800,171800,178000,172300,175000,170800,155500,146700
"Grand Traverse County, Michigan",93088,92573,91807,92084,91636,90782,89987,89112,88349,87043,86333,86071,85479,84952,81174,241800,220200,198000,212300,177100,166400,164700,157500,169400,171100,169200,172800,176700,174100,177800
"Sevier County, Tennessee",98250,97892,97638,96673,95946,95110,93570,92512,91466,90072,86243,84835,83527,81382,78645,197600,186800,185900,164800,166100,154500,158500,149900,167300,155400,164000,152100,150100,146900,123400
"Hall County, Georgia",204441,202148,199335,196637,193535,190761,187745,185416,183052,180253,187743,184814,180175,173256,163204,227800,217900,195600,184000,173600,156400,160900,152400,161600,180600,173300,184300,178700,168700,155300
"St. Tammany Parish, Louisiana",260419,258111,256327,253602,250088,245829,242333,239453,236785,234568,231495,228456,226625,230605,217999,232300,228800,214300,210700,204700,204800,189600,191000,191500,210000,188500,206400,205100,194000,154500
"Pennington County, South Dakota",113775,111729,110141,109372,108702,108242,105761,104347,102815,101348,100850,98533,96280,94338,91040,201500,191000,192000,184000,171800,161000,156200,158500,152300,152200,159800,159500,149500,136600,120100
"Jefferson County, Colorado",582881,580233,574613,571837,565524,558503,551798,545358,539884,535533,536922,533339,529354,526994,519071,461200,440200,408100,360800,330200,289700,273100,262400,255700,259200,262700,267600,255200,257800,252400
"San Diego County, California",3338330,3343364,3337685,3317749,3299521,3263431,3211252,3177063,3140069,3105989,3053793,3001072,2974859,2941454,2824259,619300,606200,563800,527600,485900,457300,411000,386400,396500,407000,417700,482900,556500,572000,552000
"Faulkner County, Arkansas",126007,124806,123654,122227,121552,120768,119580,118704,116342,113980,109386,106823,104865,100685,91784,170000,159900,165200,159900,160700,147800,139600,147400,135700,126700,133600,132800,135600,115000,109400
"Randall County, Texas",137713,136271,134442,132501,130269,128220,126474,125082,123351,121208,116483,114546,113036,111472,108383,179100,172600,173900,161600,154800,152700,148500,140700,141800,136200,134800,138800,132000,118700,112100
"Tippecanoe County, Indiana",195732,193048,190587,188059,185826,183074,180174,177513,174724,172963,167964,164237,163364,156169,139317,160300,158600,149800,151100,144100,143400,133300,125200,133700,129100,128800,130100,133000,128600,127200
"Clark County, Nevada",2266715,2231647,2204079,2155664,2114801,2069681,2027868,2000759,1969975,1954260,1902834,1865746,1836333,1777539,1691213,313100,286600,250000,233700,217300,188700,162300,145200,153800,170100,202100,273300,315300,320800,289300
"Franklin County, Ohio",1316756,1310300,1291981,1264518,1251722,1231393,1212263,1195537,1178799,1165897,1150122,1129067,1118107,1095662,1068080,204000,186500,172600,162300,158400,153000,146300,147500,150400,155000,155600,160700,158900,156800,148400
"Maui County, Hawaii",167488,167218,166271,165379,164593,163046,160195,158226,156693,155170,145203,143641,141843,141300,138433,697900,629500,641500,600800,569300,534100,471800,478900,527900,597100,586500,621500,637200,625600,573400
"Delaware County, Ohio",209177,204826,200464,196463,193013,189113,184979,181061,178341,175250,168708,165026,160865,156697,147601,339400,320000,300200,296200,285300,263700,246200,242100,246700,245900,253900,264600,248900,245900,243100
"Lancaster County, Nebraska",319090,317272,314358,309637,306468,301795,297036,293407,289800,286141,281531,278728,275665,267135,252319,197500,184100,179400,167600,163600,150400,154200,148600,149200,148200,145000,148000,143700,143500,136300
"DeKalb County, Georgia",759297,756558,753253,740321,734871,722161,713340,707089,699893,692902,747274,739956,737093,723602,662973,252200,235100,199800,200500,176800,158800,154800,158400,163700,176100,188000,202700,197700,190100,187200
"Clarke County, Georgia",128331,127330,127064,124707,123912,120938,121265,120266,117344,116668,116342,114737,114063,112787,95217,194900,191800,167300,170400,153300,150000,141800,153300,157100,161400,165100,164800,159800,158200,147000
"Cabarrus County, North Carolina",216453,211342,206872,201590,196762,192103,187226,184498,181468,178588,172223,168740,163262,156395,147939,251800,219700,208000,199200,170600,169800,168400,160500,158100,169000,173300,172700,151400,145300,139400
"Prince George's County, Maryland",909327,909308,912756,908049,909535,904430,890081,881138,871233,865271,834560,820852,828770,841315,828834,334200,320500,299700,284800,272200,254000,247600,246300,257300,286100,310700,347700,354600,332500,273600
"Henrico County, Virginia",330818,329261,327898,326501,325155,321924,318611,314932,310445,307435,296415,292599,289822,284399,276644,257300,254100,239000,223900,229700,218000,213400,207700,218400,228400,226700,249800,227100,215000,186600
"Muscogee County, Georgia",195769,194160,194058,197485,200579,200887,202824,198413,194107,190417,190414,186984,187046,188660,175930,139400,141700,139000,150400,137000,138700,134500,128000,131200,135100,133700,132100,129500,117700,113000
"Craighead County, Arkansas",110332,108558,107115,105835,104354,102518,101488,99735,98315,96771,95457,92640,91552,88244,84288,157800,149700,137500,135400,132900,136500,128900,123500,121000,121800,107600,110000,103900,99100,105300
"Beaufort County, South Carolina",192122,188715,186844,183149,179589,175852,171838,168049,164684,162989,155215,150415,147316,142045,131695,320100,312200,305300,272400,277800,271100,265600,254400,299700,269700,289500,289600,324300,321900,245400
"Richland County, South Carolina",415759,414576,411592,409549,407051,401566,399256,393830,389116,385745,372023,364001,357734,348226,310345,176200,163600,168200,154400,156600,149200,144900,148700,149400,145700,155000,152100,150400,131900,130500
"Tulsa County, Oklahoma",651552,648360,646266,642940,639242,629598,622409,613816,610599,605418,601961,591982,585068,577795,560431,167200,160800,155600,150100,147900,140000,136100,135400,133300,135000,131700,129900,120200,117400,112800
"Hennepin County, Minnesota",1265843,1259428,1252024,1232483,1223149,1212064,1198778,1184576,1168431,1154623,1156212,1140988,1136599,1122093,1089910,306000,289900,274900,257700,250100,228000,221100,219200,225200,238000,243500,260100,254200,252300,245500
"Maricopa County, Arizona",4485414,4410824,4307033,4242997,4167947,4087191,4009412,3942169,3880244,3827371,4023132,3954598,3880181,3768123,3590804,293600,276800,256500,239300,228300,206300,185000,161600,161500,180800,203800,250800,268900,273400,212700
"New Hanover County, North Carolina",234473,232274,227198,223483,220358,216298,213267,209234,206189,203341,195085,192538,190432,182591,174861,269700,248300,242600,229500,230000,228200,204500,195000,224100,223300,231400,239100,232600,209800,167600
"Wilson County, Tennessee",144657,140625,136442,132781,128911,125376,121945,118961,116617,114537,112377,109803,106356,104035,99204,320100,276700,260200,234800,233400,207200,201700,188000,178800,188800,194800,204600,182300,169000,160000
"Stafford County, Virginia",152882,149960,146649,144361,142003,139992,136788,134352,132133,129745,124166,121736,120723,120170,116424,366500,348900,346400,337500,318800,315000,312100,289900,289700,300100,304100,364300,411100,396800,356900
"Kings County, New York",2559903,2582830,2648771,2629150,2636735,2621793,2592149,2565635,2532645,2508340,2567098,2556598,2528050,2508820,2446016,793600,759400,701800,667000,638500,574800,557000,537500,563200,566700,570300,596000,589300,534500,471200
"Ada County, Idaho",481587,469966,456849,444028,434211,426236,416464,409061,400842,393531,384656,380920,373406,359035,336193,334300,296800,256400,232500,218900,197800,180900,168500,173400,192900,197700,228100,235100,213100,167500
"Lubbock County, Texas",310569,307412,305225,303137,299453,293974,289324,285760,283910,280237,270550,264418,260901,254862,241947,153500,148600,137700,134900,124500,113300,106700,109300,109800,109300,105200,101300,97700,95400,86300
"Scott County, Minnesota",149013,147381,145827,143680,141660,139672,137232,135152,132556,130487,131939,128937,126642,124092,118822,338500,309200,293200,281500,275100,257000,244700,237800,235000,258800,264700,285400,280600,285300,264400
"Manatee County, Florida",403253,394855,385571,375888,363369,351746,342106,333895,327142,323435,318361,315766,315108,313298,300828,271600,254100,233900,215700,194000,178700,160400,156900,155400,165600,188500,228200,238100,244000,209400
"Douglas County, Georgia",146343,145331,143882,142224,140733,138776,136379,133971,133355,132722,129703,127932,124495,119557,111765,182000,170700,161300,158900,133300,123300,111600,118000,127600,145900,155600,167600,160300,155400,146200
"Baldwin County, Alabama",223234,218022,212628,208563,203709,200111,195540,190790,186717,183195,179878,174439,171769,169162,160354,223100,193800,199800,189100,177800,180100,167500,165700,170300,176100,172500,190200,182100,167200,146400
"Montgomery County, Maryland",1050688,1052567,1058810,1043863,1040116,1030447,1016677,1004709,989794,976203,971600,950680,930813,932131,918046,496900,489000,477800,475300,474900,460900,447300,440600,443800,447200,459900,489400,524700,527700,466100
"Polk County, Iowa",490161,487204,481830,474045,467711,459862,451677,443710,437399,432260,429439,424778,418339,408888,391914,198400,189200,180700,171800,159800,161000,156600,156600,150400,150800,153800,157300,151800,142600,136500
"Berkeley County, South Carolina",227907,221091,217937,210898,202786,198205,194020,189781,183525,178783,173498,169327,163622,152282,146975,215500,195900,184500,174500,164700,155100,152100,155600,140700,149400,146600,149900,162500,138600,116000
"Okaloosa County, Florida",210738,207269,202970,201170,198664,196512,193811,190083,183482,180728,178473,179693,181499,180291,177284,241000,232900,209800,209400,204200,186000,184100,175400,185000,180800,184400,214500,222800,226000,186500
"Contra Costa County, California",1153526,1150215,1147439,1135127,1126745,1111339,1094205,1079597,1066096,1052827,1041274,1029703,1019640,1024319,1006486,687600,670000,642300,577000,522500,474000,424100,381300,391400,416000,424500,548600,622200,641900,590200
"Dane County, Wisconsin",546695,542364,536416,531273,523643,516284,509939,503523,495959,489309,491357,482705,476785,463826,442336,294100,275200,263300,255900,240800,233000,228400,224900,226900,231200,230800,241700,228600,225700,211900
"Davis County, Utah",355481,351713,347637,342281,336043,329692,322094,315809,311811,307856,300827,295332,288146,276259,264676,341400,317300,282800,258600,243900,230600,224800,213200,217300,226200,234800,239800,221800,193700,174200
"Napa County, California",137744,139417,140973,142166,142456,141667,140326,139045,138088,136858,134650,133433,132565,133522,127445,670000,665100,628500,599300,555900,511800,443000,396500,395700,424100,456100,608100,643400,657300,603900
"Salt Lake County, Utah",1160437,1152633,1135649,1121354,1107314,1091742,1079721,1063842,1048985,1033910,1034989,1022651,1009518,978701,933416,363400,336500,301700,273700,256800,241500,229200,220400,225800,236200,244700,257700,241700,204600,179200
"Washington County, Oregon",601592,597695,588957,582779,574326,562998,554996,547672,540410,531744,537318,529216,522514,514269,495597,438400,417100,394000,361400,322400,291500,277000,265100,275800,288200,305000,323400,326000,284200,238300
"New York County, New York",1628706,1628701,1664727,1643734,1644518,1636268,1626159,1619090,1601948,1586698,1629054,1634795,1620867,1611581,1529774,1128300,1013400,976100,1003400,867600,888500,848600,742700,856700,825900,849000,873600,808200,787900,717900
"Brazoria County, Texas",374264,370200,362457,354195,346312,338124,330242,324769,319973,314494,309208,301044,294233,287898,267376,226600,205600,195200,174800,164300,150300,147600,146900,147100,146700,146400,143700,136700,126300,119100
"Douglas County, Kansas",122259,121436,120793,119440,118053,116585,114322,112864,112211,111130,116383,114748,113488,112123,94200,209300,208100,211600,192500,179700,175700,186400,177700,173700,187600,173700,181400,179400,165300,163500
"Comal County, Texas",156209,148373,141009,134788,129048,123694,118480,114384,111963,109382,114525,109635,105187,101181,94794,308600,286900,282300,268200,239300,230100,197900,200300,203400,205300,209500,171300,165600,162900,152600
"Fayette County, Kentucky",323152,323780,321959,318449,314488,310797,308428,305489,301569,296765,296545,282114,279044,270789,255389,211400,193300,193100,181200,170200,165500,170600,167700,163400,161900,162600,155000,159900,156400,142900
"Livingston Parish, Louisiana",140789,139567,138228,140138,137788,135751,134053,131942,130251,128549,123326,120256,116580,114805,108622,180900,170100,163200,159500,159600,141800,150100,145700,154800,150500,150000,156200,147700,112500,107300
"Tompkins County, New York",102180,102793,104802,104871,104926,104691,103617,102554,101723,101620,101779,101136,101055,100407,87080,205700,215800,205300,201400,195100,182100,173100,174600,168500,167600,168400,168100,159600,146500,138800
"Boone County, Missouri",180463,180005,178271,176594,174974,172717,170773,168535,165627,163232,156377,154365,152435,146048,134391,199700,192200,181900,178500,181000,170700,172900,158400,164100,158500,156900,152900,143700,155200,131300
"Union County, North Carolina",239859,235908,231366,226606,222742,218568,212756,208520,205463,202206,198645,193255,184675,175272,161127,273600,269900,232300,223300,216800,209700,191100,192200,185900,188200,212100,207100,184600,175500,163000
"Bossier Parish, Louisiana",127039,127185,127634,126057,125175,125064,123823,122197,119732,117522,111492,110250,108705,107270,103391,172500,159600,170400,175500,168500,155400,150500,145000,160600,136700,136500,132000,121300,114600,106100
"Dallas County, Texas",2635516,2637772,2618148,2574984,2553385,2518638,2480331,2453843,2416014,2377351,2451730,2412827,2366511,2345815,2267080,216300,196300,175000,154300,145800,135500,127200,128900,125000,129300,130600,129700,129800,127300,123800
"San Patricio County, Texas",66730,66893,67215,67655,67357,66915,66137,65600,64726,64586,68223,68399,68520,69522,68077,126000,133500,120900,106100,128500,103600,89800,87600,96200,88200,93200,91500,85400,80000,82600
"Limestone County, Alabama",98915,96174,94402,92753,91663,90787,88845,87654,85369,83193,78572,76135,73898,72446,67771,183500,164800,158500,151500,152600,143100,136600,137700,143300,125700,130000,120500,115600,110400,90500
"Sarpy County, Nebraska",187196,184459,181439,179023,175692,172193,169331,165853,162561,159709,153504,150467,146756,142637,137891,219900,208400,195700,179400,169100,163200,159400,159800,163600,162800,159400,158600,154800,148900,147300
"San Mateo County, California",766573,769545,771410,764797,765135,758581,747373,739311,727209,720162,718989,712690,706984,705499,689271,1233600,1209000,1087100,1002400,917600,836300,748300,701900,706300,729500,731800,820400,843100,814700,763100
"Montgomery County, Tennessee",208993,205950,200182,195734,193479,189961,184119,184468,176619,173307,160978,154756,154460,147114,142799,174600,181000,167600,159500,155600,144700,147000,143500,141500,142000,131600,133400,123500,115100,106700
"Hamilton County, Indiana",338011,330086,323747,316373,309697,302623,296693,289495,282810,276390,279287,269785,261661,250979,239043,291500,280100,266500,244100,235500,233100,225000,212600,210000,217300,218100,214500,206700,200500,193900
"Howard County, Maryland",325690,323196,321113,317233,313414,309284,304580,299430,293142,288376,281884,274995,273669,272452,265755,482100,476600,444500,445400,441000,443300,425900,421700,412400,415400,452800,467700,478500,463500,425400
"Tarrant County, Texas",2102515,2084931,2054475,2016872,1982498,1945360,1911541,1880153,1849815,1817658,1789900,1750091,1717435,1671295,1595715,227700,210000,186200,168500,153200,145200,138800,135000,133700,137100,136200,137100,133000,129000,121300
"Harnett County, North Carolina",135976,134214,132754,130881,128140,126666,124987,122135,119256,115733,115761,112030,108721,106283,100634,164400,155400,150700,153600,143900,137400,138700,133400,124700,141300,134300,129100,116900,110600,106000
"Horry County, South Carolina",354081,344147,333268,322342,309199,298832,289650,282285,276340,270430,263868,257380,249925,238493,224487,202800,187000,176400,175500,170900,157000,151500,154100,162500,161300,166800,179400,181800,157400,135100
"Broward County, Florida",1952778,1951260,1935878,1909632,1896425,1869235,1838844,1815137,1780172,1753578,1766476,1751234,1759591,1787636,1757590,300400,277600,260700,246100,222900,200900,181000,165600,168000,179600,210000,261800,302500,302900,245200
"Queens County, New York",2253858,2278906,2358582,2333054,2339150,2321580,2296175,2272771,2247848,2233841,2306712,2293007,2270338,2255175,2215339,620100,577400,545800,508000,487400,447300,439500,439400,440700,464800,475600,502600,506900,470500,420200
"Bronx County, New York",1418207,1432132,1471160,1455720,1455444,1438159,1418733,1408473,1392002,1386657,1397287,1391903,1373659,1361473,1309640,466900,436100,400300,378000,368500,359100,369400,357700,372100,388900,393600,406000,392100,366500,330500
"Fulton County, Georgia",1063937,1050114,1041423,1023336,1010562,996319,984293,977773,949599,926197,1033756,1014932,992137,960009,884079,357500,333200,306200,288900,274700,248800,231800,229900,230500,244300,257700,284400,267800,270000,243600
"Santa Clara County, California",1927852,1937570,1938153,1919402,1918044,1894605,1862041,1837504,1809378,1787694,1784642,1764499,1748976,1731281,1669890,1135300,1110600,971300,925700,836800,746500,682300,634600,627400,639400,645500,729000,758100,743000,681700
"Tom Green County, Texas",119200,118189,118019,118386,118105,116608,114954,113281,111823,110679,108378,107864,106342,103938,99178,150500,155000,140400,139900,124300,96800,110800,104100,97600,94400,86600,96900,84500,80500,80800
"Gallatin County, Montana",114434,111876,107810,104502,100739,97308,94720,92614,91377,89658,90343,91791,89204,81763,77543,414200,412100,344600,347900,293100,280100,264400,259300,260500,254000,273000,327300,306900,261900,216900
"Washington County, Arkansas",239187,236961,231996,228049,225477,220792,216410,211411,207521,204123,200181,195803,194292,186521,173713,191700,169800,172200,168100,159600,159800,148600,141200,140800,150200,160100,156400,161000,149000,136300
"Lee County, Florida",770577,754610,739224,722336,701982,679513,661115,645293,631330,620151,586908,593136,590564,571344,539097,244700,235000,225300,210900,184200,163400,154800,137600,128300,149500,163600,211700,241100,270100,223100
"Cleveland County, Oklahoma",284014,281669,279641,278655,274458,269908,269340,265638,261281,256895,244589,239760,236452,228594,215597,173100,169800,162800,163300,155800,147900,149400,141700,141300,135100,134900,138300,133500,121500,116700
"Richmond city, Virginia",230436,228783,227032,223170,220289,217853,214114,210309,205533,204389,204451,202002,200123,192913,180757,249500,255900,233200,211400,199900,201200,189200,173000,193300,209200,205900,211600,203900,178400,149400
"Benton County, Arkansas",279141,272608,266300,258291,249672,242321,237297,232268,227556,222894,225504,209791,203107,196045,184692,206300,196700,180500,170200,166200,157200,143500,143400,148200,150200,153400,163700,163200,145400,140100
"Oklahoma County, Oklahoma",797434,792582,787958,782970,776864,766215,755245,741781,732371,721178,716704,706617,701807,691266,666904,164400,156800,152300,149700,142200,136000,133100,126900,127700,124100,120900,118700,115500,105900,99400
"Suffolk County, Massachusetts",803907,807252,797939,784230,778121,767254,755503,744426,730932,723323,753580,732684,713049,687610,620053,593900,538000,497000,472500,432400,394800,365600,350100,352300,361700,367000,384800,410000,418500,408300
"Galveston County, Texas",342139,337890,335036,329431,322225,314198,306782,300484,295747,292607,286814,288239,283987,283551,273162,222200,202300,206400,184600,174700,151200,154200,145500,149900,149500,143600,145700,136300,133800,116600
"Cobb County, Georgia",760141,756865,755754,748150,741334,730981,717190,707442,697553,690063,714692,698158,691905,679325,653715,283300,278700,254300,234100,224300,203600,182700,185700,193300,206700,217200,222800,219800,205200,195700
"Douglas County, Colorado",351154,342776,335299,328632,322387,314638,305963,298215,292167,287003,288225,280621,272117,263621,248950,523200,508700,468900,445400,398800,366400,343800,329200,323300,333200,340000,347200,337700,335500,327600
"King County, Washington",2252782,2233163,2188649,2149970,2117125,2079967,2044449,2007440,1969722,1937961,1916441,1875519,1859284,1826732,1755818,643000,635200,563600,491300,438100,402700,376200,353800,364300,385600,402500,440100,433300,394100,345300
"Saline County, Arkansas",122437,121421,119323,118703,117460,115719,114404,111845,109526,107532,99449,98209,96212,94024,89380,171900,157500,154100,154100,147200,138600,136600,137200,136700,135800,134100,139600,122300,112700,108600
"Multnomah County, Oregon",812855,811880,807555,799766,790294,776712,766135,759256,748031,737902,726855,714567,701986,681454,656146,422500,422900,393900,367700,321700,290400,274700,255600,257400,275300,287800,298900,285900,253700,221200
"Hudson County, New Jersey",672391,676061,691643,677983,674836,669115,660282,652302,641224,635294,597924,595419,598160,601146,594071,421600,405200,377800,370200,342800,340900,325900,335000,339100,352600,386300,394100,419400,387100,340200
"Prince William County, Virginia",470335,468011,463023,455210,451721,446094,438580,430289,419006,406110,379166,364734,360411,357503,346790,405800,394800,378800,366000,369600,341000,339800,316500,297100,316600,331400,382300,435100,441400,391500
"Ascension Parish, Louisiana",126604,124672,122948,121587,119455,117029,114393,112286,109985,107891,104822,101789,99056,97335,89855,225700,221500,211000,195600,183300,162700,172600,165400,162000,167800,166600,169800,155500,148300,121200
"Minnehaha County, South Dakota",193134,192876,188616,187318,185197,182882,179640,175037,171752,169987,183048,179180,175272,163281,154396,216200,196200,190400,173500,163200,159100,151700,148900,149000,151400,145300,150000,143700,138600,131100
